ID,Title,Author,Publication Date,Language,LoC Class,Subjects,Link
1023,Bleak House by Charles Dickens (73),"Dickens, Charles, 1812-1870","Aug 1, 1997",English,PR: Language and Literatures: English literature,"London (England) -- Fiction, Inheritance and succession -- Fiction, Young women -- Fiction, Domestic fiction, Bildungsromans, Guardian and ward -- Fiction, Illegitimate children -- Fiction, Legal stories",https://www.gutenberg.org/ebooks/1023
26184,Simple Sabotage Field Manual by United States. Office of Strategic Services (73),United States. Office of Strategic Services,"Aug 4, 2008",English,UH: Military science: Other services,Sabotage,https://www.gutenberg.org/ebooks/26184
2147,The Works of Edgar Allan Poe — Volume 1 by Edgar Allan Poe (73),"Poe, Edgar Allan, 1809-1849","Apr 1, 2000",English,PS: Language and Literatures: American and Canadian literature,"Fantasy fiction, Horror tales, American, American fiction -- 19th century, Poe, Edgar Allan, 1809-1849",https://www.gutenberg.org/ebooks/2147
35690,Omens and Superstitions of Southern India by Edgar Thurston (73),"Thurston, Edgar, 1855-1935","Mar 26, 2011",English,"BF: Philosophy, Psychology, Religion: Psychology, Philosophy, Psychoanalysis","Folklore -- India, Omens, Superstition -- India, South, Occultism -- India, South, Dravidians -- Folklore",https://www.gutenberg.org/ebooks/35690
51356,"The Birth of Tragedy; or, Hellenism and Pessimism by Friedrich Wilhelm Nietzsche (73)","Nietzsche, Friedrich Wilhelm, 1844-1900","Mar 4, 2016",English,"B: Philosophy, Psychology, Religion","Aesthetics, Music -- Philosophy and aesthetics, Tragedy, Greek drama (Tragedy) -- History and criticism -- Theory, etc., Mythology, Greek, in literature, Tragic, The",https://www.gutenberg.org/ebooks/51356
22381,Myths and Legends of Ancient Greece and Rome by E. M. Berens (73),"Berens, E. M.","Aug 23, 2007",English,"BL: Philosophy, Psychology, Religion: Religion: General, Miscellaneous and Atheism","Mythology, Classical",https://www.gutenberg.org/ebooks/22381
24571,Der Struwwelpeter by Heinrich Hoffmann (72),"Hoffmann, Heinrich, 1809-1894","Feb 11, 2008",German,"PT: Language and Literatures: Germanic, Scandinavian, and Icelandic literatures","Children -- Conduct of life -- Juvenile fiction, Stories in rhyme, Behavior -- Fiction, Picture books for children, Children's poetry, German, Children's stories, German",https://www.gutenberg.org/ebooks/24571
790,Lady Windermere's Fan by Oscar Wilde (72),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/790
9800,"The Rape of the Lock, and Other Poems by Alexander Pope (72)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/9800
33870,Chess Fundamentals by José Raúl Capablanca (72),"Capablanca, José Raúl, 1888-1942","Oct 18, 2010",English,"GV: Geography, Anthropology, Recreation: Recreation, Leisure",Chess,https://www.gutenberg.org/ebooks/33870
580,The Pickwick Papers by Charles Dickens (72),"Dickens, Charles, 1812-1870","Jul 1, 1996",English,PR: Language and Literatures: English literature,"Humorous stories, England -- Fiction, Men -- Societies and clubs -- Fiction, Male friendship -- Fiction",https://www.gutenberg.org/ebooks/580
3186,"The Mysterious Stranger, and Other Stories by Mark Twain (72)","Twain, Mark, 1835-1910","Jun 9, 2008",English,PS: Language and Literatures: American and Canadian literature,"Short stories, Humorous stories, American, United States -- Social life and customs -- 19th century -- Fiction",https://www.gutenberg.org/ebooks/3186
2130,Utopia by Saint Thomas More (72),"More, Thomas, Saint, 1478-1535","Apr 1, 2000",English,"HX: Social sciences: Socialism, Communism, Anarchism",Utopias -- Early works to 1800,https://www.gutenberg.org/ebooks/2130
1636,Phaedrus by Plato (71),"Plato, 427? BCE-347? BCE","Feb 1, 1999",English,"B: Philosophy, Psychology, Religion","Classical literature, Socrates, 470 BC-399 BC, Rhetoric -- Early works to 1800, Love -- Early works to 1800, Rhetoric, Ancient, Soul -- Early works to 1800, Lysias",https://www.gutenberg.org/ebooks/1636
10636,The Travels of Marco Polo — Volume 1 by Marco Polo and da Pisa Rusticiano (71),"Polo, Marco, 1254-1324","Jan 1, 2004",English,"G: Geography, Anthropology, Recreation","Voyages and travels, Asia -- Description and travel -- Early works to 1800, Mongols -- History, Polo, Marco, 1254-1323?",https://www.gutenberg.org/ebooks/10636
1021,"The Congo, and Other Poems by Vachel Lindsay (71)","Lindsay, Vachel, 1879-1931","Aug 1, 1997",English,PS: Language and Literatures: American and Canadian literature,"American poetry, Narrative poetry",https://www.gutenberg.org/ebooks/1021
4705,A Treatise of Human Nature by David Hume (70),"Hume, David, 1711-1776","Dec 1, 2003",English,"B: Philosophy, Psychology, Religion","Knowledge, Theory of",https://www.gutenberg.org/ebooks/4705
40580,A General History of the Pyrates: by Daniel Defoe (70),"Defoe, Daniel, 1661?-1731","Aug 25, 2012",English,"G: Geography, Anthropology, Recreation",Pirates -- Early works to 1800,https://www.gutenberg.org/ebooks/40580
28522,Laura Middleton; Her Brother and her Lover by Anonymous (68),Anonymous,"Apr 6, 2009",English,PR: Language and Literatures: English literature,Erotic stories,https://www.gutenberg.org/ebooks/28522
29433,Nature by Ralph Waldo Emerson (68),"Emerson, Ralph Waldo, 1803-1882","Jul 17, 2009",English,PS: Language and Literatures: American and Canadian literature,"Nature, Philosophy, American",https://www.gutenberg.org/ebooks/29433
72235,The Ponson case by Freeman Wills Crofts (68),"Crofts, Freeman Wills, 1879-1957","Nov 26, 2023",English,PR: Language and Literatures: English literature,"Detective and mystery stories, Police -- England -- Fiction, Murder -- Investigation -- Fiction",https://www.gutenberg.org/ebooks/72235
1404,The Federalist Papers by Alexander Hamilton and John Jay and James Madison (68),"Hamilton, Alexander, 1757-1804","Jul 1, 1998",English,JK: Political science: Political inst. and pub. Admin.: United States,"Constitutional history -- United States -- Sources, Constitutional law -- United States",https://www.gutenberg.org/ebooks/1404
12242,"Poems by Emily Dickinson, Three Series, Complete by Emily Dickinson (68)","Dickinson, Emily, 1830-1886","May 1, 2004",English,PS: Language and Literatures: American and Canadian literature,American poetry,https://www.gutenberg.org/ebooks/12242
38427,The World as Will and Idea (Vol. 1 of 3) by Arthur Schopenhauer (68),"Schopenhauer, Arthur, 1788-1860","Dec 27, 2011",English,"B: Philosophy, Psychology, Religion","Philosophy, Knowledge, Theory of, Will, Idea (Philosophy)",https://www.gutenberg.org/ebooks/38427
6523,The Post Office by Rabindranath Tagore (68),"Tagore, Rabindranath, 1861-1941","Sep 1, 2004",English,PK: Language and Literatures: Indo-Iranian literatures,"Tagore, Rabindranath, 1861-1941 -- Translations into English, Indic drama -- Translations into English, Bengali drama -- Translations into English",https://www.gutenberg.org/ebooks/6523
910,White Fang by Jack London (68),"London, Jack, 1876-1916","May 1, 1997",English,PS: Language and Literatures: American and Canadian literature,"Wolfdogs -- Fiction, Adventure stories, Canada, Northern -- Fiction",https://www.gutenberg.org/ebooks/910
14975,Southern Horrors: Lynch Law in All Its Phases by Ida B. Wells-Barnett (68),"Wells-Barnett, Ida B., 1862-1931","Feb 8, 2005",English,"HV: Social sciences: Social pathology, Social and Public Welfare",Lynching,https://www.gutenberg.org/ebooks/14975
46333,The Social Contract & Discourses by Jean-Jacques Rousseau (68),"Rousseau, Jean-Jacques, 1712-1778","Jul 19, 2014",English,JC: Political science: Political theory,"Economics, Political science -- Early works to 1800, Social contract",https://www.gutenberg.org/ebooks/46333
228,The Aeneid by Virgil (68),"Virgil, 70 BCE-19 BCE","Mar 1, 1995",English,PA: Language and Literatures: Classical Languages and Literature,"Aeneas (Legendary character) -- Poetry, Legends -- Rome -- Poetry, Epic poetry, Latin -- Translations into English",https://www.gutenberg.org/ebooks/228
47143,The Poetical Works of William Wordsworth — Volume 7 (of 8) by William Wordsworth (67),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/47143
3567,Memoirs of Napoleon Bonaparte — Complete by Louis Antoine Fauvelet de Bourrienne (67),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/3567
47,Anne of Avonlea by L. M.  Montgomery (67),"Montgomery, L. M. (Lucy Maud), 1874-1942","Mar 8, 2006",English,PZ: Language and Literatures: Juvenile belles lettres,"Orphans -- Fiction, Islands -- Fiction, Teachers -- Fiction, Prince Edward Island -- History -- 20th century -- Fiction, Canada -- History -- 1914-1945 -- Fiction, Shirley, Anne (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/47
72272,"Left hand, right hand by James H. Schmitz (67)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/72272
19725,"The History of Rome, Books 01 to 08 by Livy (67)","Livy, 58 BCE-16","Nov 6, 2006",English,"DG: History: General and Eastern Hemisphere: Italy, Vatican City, Malta",Rome -- History,https://www.gutenberg.org/ebooks/19725
500,The Adventures of Pinocchio by Carlo Collodi (66),"Collodi, Carlo, 1826-1890","Jan 12, 2006",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Fairy tales, Puppets -- Juvenile fiction, Pinocchio (Fictitious character) -- Juvenile fiction",https://www.gutenberg.org/ebooks/500
61221,A Passage to India by E. M.  Forster (66),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/61221
24518,Memoirs of Extraordinary Popular Delusions and the Madness of Crowds by Charles Mackay (66),"Mackay, Charles, 1814-1889","Feb 5, 2008",English,"AZ: General Works: History of scholarship and learning, The humanities","Social psychology, Swindlers and swindling, Impostors and imposture, Alchemy, Delusions, Occultism -- Early works to 1900, Investments -- Psychological aspects, Stock exchanges -- Psychological aspects, Hallucinations and illusions, Common fallacies",https://www.gutenberg.org/ebooks/24518
8581,"The Art of Money Getting; Or, Golden Rules for Making Money by P. T.  Barnum (66)","Barnum, P. T. (Phineas Taylor), 1810-1891","Jul 1, 2005",English,HF: Social sciences: Commerce,"Success, Success in business",https://www.gutenberg.org/ebooks/8581
41537,The Divine Comedy of Dante Alighieri: The Inferno by Dante Alighieri (66),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/41537
696,The Castle of Otranto by Horace Walpole (65),"Walpole, Horace, 1717-1797","Oct 1, 1996",English,PR: Language and Literatures: English literature,"Horror tales, Inheritance and succession -- Fiction, Gothic fiction",https://www.gutenberg.org/ebooks/696
1254,Cyrano de Bergerac by Edmond Rostand (65),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/1254
61963,We by Evgenii Ivanovich Zamiatin (64),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/61963
1064,The Masque of the Red Death by Edgar Allan Poe (64),"Poe, Edgar Allan, 1809-1849","Jun 6, 2010",English,PS: Language and Literatures: American and Canadian literature,"Horror tales, American",https://www.gutenberg.org/ebooks/1064
1600,Symposium by Plato (64),"Plato, 427? BCE-347? BCE","Jan 1, 1999",English,"B: Philosophy, Psychology, Religion","Classical literature, Socrates, 470 BC-399 BC, Philosophy, Ancient, Love -- Early works to 1800",https://www.gutenberg.org/ebooks/1600
146,A Little Princess by Frances Hodgson Burnett (64),"Burnett, Frances Hodgson, 1849-1924","Jul 1, 1994",English,PZ: Language and Literatures: Juvenile belles lettres,"Orphans -- Juvenile fiction, Schools -- Juvenile fiction, Boarding schools -- Juvenile fiction, Girls -- Juvenile fiction, London (England) -- Juvenile fiction",https://www.gutenberg.org/ebooks/146
1653,The Imitation of Christ by à Kempis Thomas (63),"Thomas, à Kempis, 1380-1471","Feb 1, 1999",English,"BV: Philosophy, Psychology, Religion: Christianity: Practical theology, Worship","Catholic Church -- Doctrines -- Early works to 1800, Spiritual life -- Catholic Church -- Early works to 1800, Meditations -- Early works to 1800",https://www.gutenberg.org/ebooks/1653
55387,One Hundred Proofs That the Earth Is Not a Globe by William Carpenter (63),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/55387
68283,The call of Cthulhu by H. P.  Lovecraft (63),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/68283
7205,Also sprach Zarathustra: Ein Buch für Alle und Keinen by Friedrich Wilhelm Nietzsche (62),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/7205
4081,The Alchemist by Ben Jonson (62),"Jonson, Ben, 1573?-1637","May 1, 2003",English,PR: Language and Literatures: English literature,"English drama (Comedy), English drama -- 17th century, London (England) -- Drama, City and town life -- Drama, Alchemists -- Drama",https://www.gutenberg.org/ebooks/4081
4078,The Picture of Dorian Gray by Oscar Wilde (62),"Wilde, Oscar, 1854-1900","May 1, 2003",English,PR: Language and Literatures: English literature,"Didactic fiction, Supernatural -- Fiction, Conduct of life -- Fiction, Portraits -- Fiction, Great Britain -- History -- Victoria, 1837-1901 -- Fiction, London (England) -- History -- 1800-1950 -- Fiction, Appearance (Philosophy) -- Fiction, Paranormal fiction",https://www.gutenberg.org/ebooks/4078
18857,A Journey to the Centre of the Earth by Jules Verne (62),"Verne, Jules, 1828-1905","Jul 18, 2006",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Science fiction, Adventure stories, Earth (Planet) -- Core -- Fiction, Voyages, Imaginary -- Fiction",https://www.gutenberg.org/ebooks/18857
72283,"Memoirs of the Life of David Rittenhouse, LLD. F.R.S. : by William E.  Barton (62)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/72283
30142,Little Brother by Cory Doctorow (62),"Doctorow, Cory, 1971-","Sep 30, 2009",English,PZ: Language and Literatures: Juvenile belles lettres,"San Francisco (Calif.) -- Fiction, United States. Dept. of Homeland Security -- Fiction, Terrorism -- Fiction, Computer hackers -- Fiction, Civil rights -- Fiction, Counterculture -- Fiction",https://www.gutenberg.org/ebooks/30142
1532,The Tragedy of King Lear by William Shakespeare (62),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/1532
1597,Andersen's Fairy Tales by H. C.  Andersen (62),"Andersen, H. C. (Hans Christian), 1805-1875","Jan 1, 1999",English,PZ: Language and Literatures: Juvenile belles lettres,"Fairy tales, Fairy tales -- Denmark, Children's stories, Danish -- Translations into English",https://www.gutenberg.org/ebooks/1597
73,The Red Badge of Courage: An Episode of the American Civil War by Stephen Crane (61),"Crane, Stephen, 1871-1900","Jul 1, 1993",English,PS: Language and Literatures: American and Canadian literature,"Historical fiction, War stories, United States -- History -- Civil War, 1861-1865 -- Fiction, Virginia -- History -- Civil War, 1861-1865 -- Fiction, Chancellorsville, Battle of, Chancellorsville, Va., 1863 -- Fiction",https://www.gutenberg.org/ebooks/73
222,The Moon and Sixpence by W. Somerset  Maugham (61),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/222
20656,Old Christmas: from the Sketch Book of Washington Irving by Washington Irving (61),"Irving, Washington, 1783-1859","Feb 24, 2007",English,PS: Language and Literatures: American and Canadian literature,"Christmas stories, American, Christmas -- England",https://www.gutenberg.org/ebooks/20656
